# ----------------------------------------,,,,,,,,
# All Web Site Data,,,,,,,,
# Client_Info,,,,,,,,
# 20201001-20210320,,,,,,,,
# ----------------------------------------,,,,,,,,
,,,,,,,,
Browser,Device Category,Date,Sessions,Avg. Session Duration,Bounce Rate,Users,Pages / Session,Transactions
Safari,mobile,20210223,19,00:03:04,47.37%,15,2.37,1
Safari,mobile,20210310,19,00:02:17,36.84%,17,2.47,1
Safari,mobile,20210312,19,00:01:35,26.32%,17,3,1
Safari,mobile,20210319,19,00:03:21,31.58%,17,2.37,0
Edge,desktop,20210218,18,00:00:25,94.44%,7,1.5,2
Safari,desktop,20210130,18,00:04:07,50.00%,16,4.83,5
Safari,desktop,20210211,18,00:01:58,44.44%,13,2.83,1
Safari,desktop,20210314,18,00:05:09,33.33%,14,5.83,3
Safari,mobile,20210104,18,00:01:20,38.89%,15,2.78,0
Safari,mobile,20210123,18,00:02:26,33.33%,15,2.83,0
Safari,mobile,20210216,18,00:01:20,50.00%,16,2.78,0
Safari,mobile,20210306,18,00:00:23,50.00%,16,1.67,0
Safari (in-app),mobile,20201228,18,00:00:25,72.22%,18,1.83,0
Chrome,desktop,20201215,17,00:09:19,17.65%,10,5,0
Chrome,desktop,20201226,17,00:00:09,88.24%,15,1.12,0
Chrome,desktop,20201227,17,00:00:59,82.35%,14,1.71,0
Chrome,desktop,20210312,17,00:06:09,23.53%,16,6.65,3
Chrome,mobile,20210117,17,00:00:47,41.18%,15,3.06,0
Edge,desktop,20210216,17,00:00:33,88.24%,14,1.35,0
Safari,desktop,20210103,17,00:00:01,94.12%,16,1.06,0
Safari,desktop,20210209,17,00:01:58,70.59%,16,1.59,0
Safari,mobile,20201230,17,00:02:44,64.71%,14,2.24,1
Safari,mobile,20210112,17,00:00:34,58.82%,14,2.35,0
Safari,mobile,20210119,17,00:00:39,58.82%,15,2.47,0
Chrome,mobile,20210102,16,00:00:16,31.25%,16,2.06,0
Edge,desktop,20210109,16,00:00:00,100.00%,7,1,0
Safari,desktop,20210105,16,00:02:58,81.25%,12,1.5,0
Safari,desktop,20210120,16,00:01:26,62.50%,10,2.31,0
Safari,desktop,20210129,16,00:01:10,81.25%,16,2.75,2
Safari,desktop,20210203,16,00:06:31,43.75%,15,5.94,3
Safari,desktop,20210225,16,00:02:10,62.50%,14,2.75,1
Safari,mobile,20210103,16,00:00:17,75.00%,13,1.81,0
Safari,mobile,20210109,16,00:01:02,68.75%,14,2.25,0
Safari,mobile,20210117,16,00:00:57,75.00%,14,2.06,1
Safari,mobile,20210118,16,00:02:14,43.75%,14,3.44,1
Safari,mobile,20210226,16,00:02:18,50.00%,15,2.88,0
Samsung Internet,mobile,20210103,16,00:00:03,93.75%,2,1.06,0
Chrome,desktop,20201225,15,00:00:02,93.33%,15,1.07,0
Edge,desktop,20210210,15,00:00:03,86.67%,12,1.27,0
Edge,desktop,20210212,15,00:00:08,80.00%,11,1.53,0
Edge,desktop,20210215,15,00:02:33,73.33%,13,2,3
Safari,desktop,20210101,15,00:00:16,86.67%,13,1.27,0
Safari,desktop,20210104,15,00:04:06,73.33%,13,3.13,2
Safari,desktop,20210222,15,00:01:16,60.00%,14,2.07,0
Safari,desktop,20210227,15,00:04:00,40.00%,12,4.2,3
Safari,desktop,20210301,15,00:03:32,60.00%,15,3.2,1
Safari,mobile,20201223,15,00:00:29,80.00%,14,1.27,0
Safari (in-app),mobile,20201223,15,00:00:02,86.67%,15,1.13,0
Chrome,desktop,20210320,14,00:03:30,28.57%,12,3.14,1
Chrome,mobile,20210109,14,00:00:04,57.14%,14,1.79,0
Chrome,mobile,20210310,14,00:03:34,28.57%,9,4.64,1
Safari,desktop,20210124,14,00:01:37,50.00%,11,3.5,3
Safari,desktop,20210202,14,00:04:48,28.57%,12,6.64,5
Safari,desktop,20210205,14,00:01:27,71.43%,13,2.36,0
Safari,desktop,20210206,14,00:01:59,64.29%,12,4.29,0
Safari,desktop,20210218,14,00:03:38,50.00%,14,4.86,2
Safari,desktop,20210226,14,00:02:08,50.00%,12,2,1
Safari,desktop,20210302,14,00:02:32,50.00%,13,3.29,1
Safari,desktop,20210303,14,00:01:49,42.86%,8,3.14,0
Safari,desktop,20210308,14,00:11:32,42.86%,10,5.71,3
Safari,mobile,20210114,14,00:00:52,50.00%,12,3.29,0
Chrome,mobile,20201231,13,00:01:41,7.69%,13,2.69,0
Chrome,mobile,20210101,13,00:00:12,61.54%,11,1.46,0
Edge,desktop,20201231,13,00:00:00,100.00%,13,1,0
Edge,desktop,20210121,13,00:00:04,92.31%,11,1.23,0
Edge,desktop,20210125,13,00:00:00,100.00%,13,1,0
Edge,desktop,20210126,13,00:00:13,84.62%,10,1.23,0
Edge,desktop,20210214,13,00:04:38,61.54%,13,5.69,3
Edge,desktop,20210217,13,00:04:07,69.23%,11,4.31,2
Safari,desktop,20210111,13,00:03:58,38.46%,11,3.62,0
Safari,desktop,20210117,13,00:00:30,76.92%,9,2.08,0
Safari,desktop,20210123,13,00:04:09,76.92%,12,3,2
Safari,desktop,20210125,13,00:04:13,53.85%,12,3.31,3
Safari,desktop,20210207,13,00:07:01,46.15%,12,3.85,0
Safari,desktop,20210210,13,00:10:55,38.46%,11,10.15,3
Safari,desktop,20210215,13,00:04:14,46.15%,13,4.23,2
Safari,desktop,20210228,13,00:00:32,76.92%,13,1.77,0
Safari,desktop,20210309,13,00:04:24,15.38%,11,3.85,2
Safari,mobile,20201218,13,00:02:10,53.85%,6,2.54,0
Safari,mobile,20210106,13,00:02:16,69.23%,13,2.54,0
Safari,mobile,20210113,13,00:03:30,61.54%,13,2.62,1
Safari,mobile,20210201,13,00:00:39,53.85%,11,2.54,1
Safari (in-app),mobile,20201227,13,00:00:12,76.92%,13,1.77,0
Safari (in-app),mobile,20201230,13,00:01:27,38.46%,11,3.31,1
Safari (in-app),mobile,20210127,13,00:00:17,76.92%,12,2,0
Samsung Internet,mobile,20210110,13,00:00:00,100.00%,2,1,0
Android Webview,mobile,20210210,12,00:00:00,100.00%,12,1,0
Chrome,mobile,20201223,12,00:00:03,83.33%,12,1.17,0
Chrome,mobile,20210131,12,00:00:25,41.67%,11,2,0
Chrome,mobile,20210214,12,00:00:46,58.33%,7,1.83,0
Edge,desktop,20210127,12,00:00:34,83.33%,10,1.33,0
Edge,desktop,20210201,12,00:00:10,91.67%,11,1.25,0
Edge,desktop,20210225,12,00:01:29,83.33%,11,2,2
Safari,desktop,20210119,12,00:04:43,66.67%,11,2.58,0
Safari,desktop,20210121,12,00:00:19,66.67%,11,1.83,0
Safari,desktop,20210128,12,00:01:22,66.67%,11,2.17,1
Safari,desktop,20210208,12,00:00:25,91.67%,10,1.08,0
Safari,desktop,20210220,12,00:01:27,58.33%,12,2.33,1
Safari,desktop,20210304,12,00:03:13,33.33%,9,4.17,0
Safari,mobile,20210102,12,00:02:48,58.33%,11,2.58,1
Safari,mobile,20210115,12,00:00:29,50.00%,9,2.5,0
Safari (in-app),mobile,20210109,12,00:01:00,91.67%,12,1.33,0
Samsung Internet,mobile,20210108,12,<00:00:01,91.67%,1,1.08,0
Samsung Internet,mobile,20210111,12,00:00:00,100.00%,4,1,0
Chrome,desktop,20201219,11,00:00:50,45.45%,9,2,0
Chrome,desktop,20210314,11,00:02:45,18.18%,10,3.64,1
Chrome,desktop,20210319,11,00:03:58,54.55%,9,2.64,0
Chrome,mobile,20210112,11,00:00:11,54.55%,11,1.82,0
Chrome,mobile,20210113,11,00:01:57,45.45%,10,3.27,0
Chrome,mobile,20210206,11,00:01:09,45.45%,7,2,0
Chrome,mobile,20210207,11,00:01:50,72.73%,7,1.27,0
Chrome,mobile,20210223,11,00:00:57,63.64%,10,2.45,1
Edge,desktop,20210102,11,00:00:00,100.00%,11,1,0
Edge,desktop,20210305,11,00:00:01,81.82%,11,1.18,0
Safari,desktop,20210126,11,00:02:51,36.36%,8,3.55,2
Safari,desktop,20210201,11,00:03:09,54.55%,10,3.18,1
Safari,desktop,20210216,11,00:02:38,45.45%,9,3.27,0
Safari,desktop,20210217,11,00:06:15,54.55%,11,4.09,1
Safari,desktop,20210219,11,00:00:47,54.55%,10,2.45,0
Safari,desktop,20210316,11,00:06:56,18.18%,10,4.45,0
Safari,mobile,20201227,11,00:00:49,45.45%,7,2.82,0
Safari,mobile,20210108,11,00:00:17,54.55%,11,2,0
Safari,mobile,20210129,11,00:02:07,27.27%,11,3.09,0
Safari (in-app),mobile,20210108,11,00:01:20,63.64%,10,1.82,0
Safari (in-app),mobile,20210222,11,00:00:39,54.55%,11,2,0
Chrome,mobile,20210106,10,00:00:49,60.00%,9,1.7,0
Chrome,mobile,20210126,10,00:02:06,60.00%,9,3.4,0
Chrome,mobile,20210218,10,00:01:22,40.00%,9,3.1,0
Chrome,mobile,20210224,10,00:03:46,30.00%,7,4.5,1
Chrome,mobile,20210313,10,00:01:25,30.00%,8,2.6,0
Edge,desktop,20201224,10,00:00:03,90.00%,10,1.2,0
Edge,desktop,20201229,10,00:00:00,100.00%,9,1,0
Edge,desktop,20210101,10,00:00:03,90.00%,9,1.2,0
Edge,desktop,20210103,10,00:00:00,100.00%,7,1,0
Edge,desktop,20210115,10,00:00:00,100.00%,9,1,0
Edge,desktop,20210124,10,00:01:14,80.00%,7,3.3,0
Edge,desktop,20210204,10,00:00:24,70.00%,9,1.5,0
Edge,desktop,20210205,10,00:00:01,90.00%,10,1.2,0
Edge,desktop,20210211,10,00:01:18,50.00%,9,2.4,1
Safari,desktop,20210107,10,00:02:06,70.00%,9,1.7,1
Safari,desktop,20210110,10,00:01:30,70.00%,9,2.4,0
Safari,desktop,20210116,10,00:01:15,80.00%,9,5.2,0
Safari,desktop,20210118,10,00:00:32,60.00%,9,1.9,0
Safari,desktop,20210310,10,00:05:04,30.00%,9,4.5,2
Safari,mobile,20201228,10,00:01:57,60.00%,8,1.6,0
Safari,mobile,20210110,10,00:01:02,40.00%,10,3,0
Safari,mobile,20210111,10,00:00:52,70.00%,8,2.1,0
Safari,mobile,20210116,10,00:00:38,60.00%,10,1.7,0
Safari (in-app),mobile,20210126,10,00:00:18,60.00%,9,1.5,0
Safari (in-app),mobile,20210213,10,00:00:59,30.00%,10,2.2,0
Safari (in-app),mobile,20210214,10,00:01:19,30.00%,9,5.8,0
Safari (in-app),tablet,20210207,10,00:03:34,30.00%,3,4.6,0
Samsung Internet,mobile,20210109,10,<00:00:01,90.00%,3,1.1,0
Samsung Internet,mobile,20210210,10,00:03:51,60.00%,1,3.9,3
Chrome,mobile,20210105,9,00:02:41,44.44%,7,2.89,0
Chrome,mobile,20210107,9,00:03:14,88.89%,9,1.22,0
Chrome,mobile,20210108,9,00:00:13,55.56%,8,1.44,0
Chrome,mobile,20210119,9,00:00:40,44.44%,8,2.89,0
Chrome,mobile,20210210,9,00:01:53,66.67%,8,2.33,0
Chrome,mobile,20210212,9,00:07:00,11.11%,8,4.67,1
Chrome,mobile,20210222,9,00:03:25,33.33%,7,4,1
Chrome,mobile,20210301,9,00:02:11,22.22%,6,4.44,0
Edge,desktop,20210105,9,00:00:00,100.00%,7,1,0
Edge,desktop,20210113,9,00:05:25,88.89%,8,2.78,1
Edge,desktop,20210120,9,00:00:13,88.89%,9,1.33,0
Edge,desktop,20210206,9,00:00:41,77.78%,8,1.56,0
Edge,desktop,20210223,9,00:00:01,88.89%,9,1.11,0
Edge,desktop,20210224,9,<00:00:01,88.89%,8,1.11,0
Edge,desktop,20210304,9,00:03:16,77.78%,8,2.67,1
Edge,desktop,20210306,9,00:00:13,88.89%,9,1.22,0
Safari,desktop,20201229,9,00:00:13,77.78%,8,1.67,0
Safari,desktop,20210204,9,00:04:17,33.33%,8,6.22,3
Safari,desktop,20210213,9,00:01:22,55.56%,7,2.78,0
Safari,mobile,20210107,9,00:00:24,55.56%,9,2,0
Safari (in-app),mobile,20210112,9,00:00:33,77.78%,9,2.33,0
Android Webview,mobile,20201222,8,00:01:37,50.00%,8,1.75,0
Chrome,desktop,20210313,8,00:02:13,62.50%,7,2.62,0
Chrome,mobile,20201230,8,00:06:37,37.50%,7,2.5,0
Chrome,mobile,20210114,8,00:00:22,37.50%,6,2.5,0
Chrome,mobile,20210129,8,00:01:16,37.50%,8,4.25,0
Chrome,mobile,20210205,8,00:00:43,12.50%,4,2.88,0
Chrome,mobile,20210211,8,00:02:39,12.50%,7,2,0
Chrome,mobile,20210227,8,00:00:44,62.50%,7,1.75,0
Chrome,mobile,20210318,8,00:03:04,37.50%,6,2.88,1
Edge,desktop,20210118,8,00:00:39,50.00%,5,2.38,0
Edge,desktop,20210213,8,00:00:00,100.00%,7,1,0
Edge,desktop,20210226,8,00:00:03,75.00%,6,1.25,0
Edge,desktop,20210303,8,00:00:00,100.00%,4,1,0
Firefox,desktop,20210208,8,00:00:01,87.50%,6,1.12,0
Internet Explorer,desktop,20210113,8,00:00:00,100.00%,1,1,0
Safari,desktop,20210212,8,00:01:33,87.50%,8,1.75,1
Safari,desktop,20210221,8,00:00:50,37.50%,7,3.12,0
Safari,desktop,20210306,8,00:03:50,50.00%,8,4.75,1
Safari,desktop,20210311,8,00:06:22,12.50%,6,5.88,1
Safari,tablet,20210222,8,00:03:05,12.50%,5,4.62,1
Safari (in-app),mobile,20210107,8,00:00:26,75.00%,8,2,0
Safari (in-app),mobile,20210218,8,00:01:07,62.50%,8,2.12,0
Safari (in-app),mobile,20210308,8,00:00:01,87.50%,8,1.12,0
Android Webview,mobile,20201227,7,00:00:41,57.14%,7,3.43,0
Chrome,mobile,20210104,7,00:00:04,57.14%,7,1.43,0
Chrome,mobile,20210110,7,00:00:53,57.14%,5,1.57,0
Chrome,mobile,20210115,7,00:01:47,71.43%,4,2.29,1
Chrome,mobile,20210118,7,00:00:03,57.14%,7,1.57,0
Chrome,mobile,20210123,7,00:01:03,71.43%,6,3,0
Chrome,mobile,20210125,7,00:00:26,57.14%,5,2.57,0
Chrome,mobile,20210201,7,00:02:16,42.86%,6,3.14,0
Chrome,mobile,20210203,7,00:00:45,42.86%,6,2.86,0
Chrome,mobile,20210304,7,00:01:34,57.14%,4,1.14,0
Chrome,mobile,20210307,7,00:00:18,71.43%,7,1.57,0
Chrome,mobile,20210308,7,00:06:32,14.29%,6,3.71,0
Chrome,mobile,20210315,7,00:00:50,28.57%,5,4.57,0
Edge,desktop,20201225,7,00:00:00,100.00%,6,1,0
Edge,desktop,20210111,7,00:00:04,85.71%,5,1.14,0
Edge,desktop,20210116,7,00:00:00,100.00%,7,1,0
Edge,desktop,20210117,7,00:00:00,100.00%,7,1,0
Edge,desktop,20210128,7,00:00:00,100.00%,7,1,0
Edge,desktop,20210130,7,00:00:52,85.71%,7,2.14,0
Edge,desktop,20210219,7,00:00:54,71.43%,6,2,0
Edge,desktop,20210221,7,00:00:00,100.00%,7,1,0
Edge,desktop,20210301,7,00:07:44,85.71%,7,7.14,3
Firefox,desktop,20210206,7,00:00:19,71.43%,7,1.57,0
Firefox,desktop,20210213,7,00:01:04,57.14%,5,2.29,0
Firefox,desktop,20210225,7,00:06:09,28.57%,3,3.43,1
Internet Explorer,desktop,20210115,7,00:00:00,100.00%,2,1,0
Safari,desktop,20210102,7,00:00:10,71.43%,7,1.71,0
Safari,desktop,20210106,7,00:03:34,71.43%,7,2.43,0
Safari,desktop,20210112,7,00:00:00,100.00%,7,1,0
Safari,desktop,20210113,7,00:00:36,57.14%,7,2.29,0
Safari,desktop,20210127,7,00:00:33,42.86%,7,3,0
Safari,desktop,20210131,7,00:00:25,71.43%,7,2.57,0
Safari,desktop,20210223,7,00:01:13,71.43%,7,2.57,0
Safari,desktop,20210305,7,00:02:11,71.43%,7,3.29,1
Safari,mobile,20201222,7,00:00:14,57.14%,7,1.43,0
Safari,tablet,20210205,7,00:03:14,57.14%,4,2.86,1
Safari (in-app),mobile,20201222,7,00:00:30,57.14%,7,1.86,0
Safari (in-app),mobile,20210110,7,00:00:16,71.43%,6,1.71,0
Safari (in-app),mobile,20210128,7,00:00:02,85.71%,7,1.14,0
Safari (in-app),mobile,20210206,7,00:01:19,71.43%,7,2.86,0
Safari (in-app),mobile,20210216,7,00:00:54,57.14%,7,2.43,0
Safari (in-app),mobile,20210225,7,00:01:25,42.86%,5,4,3
Samsung Internet,mobile,20210105,7,00:00:35,71.43%,2,1.29,0
Chrome,mobile,20201228,6,00:01:07,50.00%,3,3.83,0
Chrome,mobile,20210121,6,00:04:19,66.67%,6,5.67,2
Chrome,mobile,20210209,6,00:04:31,16.67%,5,6.5,0
Chrome,mobile,20210221,6,00:00:14,50.00%,5,1.67,0
Chrome,mobile,20210225,6,00:00:26,66.67%,6,2.17,0
Chrome,mobile,20210226,6,00:00:49,50.00%,5,2.5,0
Chrome,mobile,20210228,6,00:00:34,33.33%,5,2.67,0
Chrome,mobile,20210312,6,00:00:29,83.33%,6,2.17,0
Chrome,mobile,20210314,6,00:01:47,33.33%,5,3,0
Chrome,mobile,20210317,6,00:00:23,50.00%,6,1.83,0
Edge,desktop,20201227,6,00:00:00,100.00%,6,1,0
Edge,desktop,20201228,6,00:00:04,83.33%,6,1.33,0
Edge,desktop,20210106,6,00:00:00,100.00%,3,1,0
Edge,desktop,20210114,6,00:00:00,100.00%,5,1,0
Edge,desktop,20210202,6,00:00:12,83.33%,6,2,0
Edge,desktop,20210227,6,00:03:46,66.67%,5,10.33,3
Edge,desktop,20210307,6,00:00:00,100.00%,6,1,0
Firefox,desktop,20210226,6,00:00:00,100.00%,6,1,0
Firefox,desktop,20210310,6,00:01:23,33.33%,5,3.5,0
Internet Explorer,desktop,20210123,6,00:00:00,100.00%,1,1,0
Safari,desktop,20201231,6,00:00:11,83.33%,6,1.5,0
Safari,desktop,20210108,6,00:00:29,66.67%,6,2.33,0
Safari,desktop,20210114,6,00:02:33,50.00%,6,3.5,1
Safari,desktop,20210307,6,00:09:22,50.00%,6,4,2
Safari,desktop,20210313,6,00:02:25,16.67%,6,2.5,0
Safari,desktop,20210319,6,00:01:55,16.67%,6,4.17,2
Safari,mobile,20201226,6,00:00:25,83.33%,6,1.33,0
