# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,
# All Web Site Data,,,,,,,,,,,,,,,,,,,,,
# Flat File Report,,,,,,,,,,,,,,,,,,,,,
# 20200101-20200930,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Hour of Day,Avg. QTY,Buy-to-Detail Rate,Cart-to-Detail Rate,Ecommerce Conversion Rate,Product Adds To Cart,Product Checkouts,Product Detail Views,Product List Clicks,Product List CTR,Product List Views,Product Refunds,Product Removes From Cart,Quantity,Quantity Added To Cart,Quantity Checked Out,Quantity Refunded,Quantity Removed From Cart,Transactions,Transactions per User,Unique Purchases
20200213,2020021314,3,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,1,0.17,1
20200902,2020090220,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200112,2020011217,3,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,1,0.33,1
20200627,2020062709,1,0.00%,0.00%,10.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.1,1
20200702,2020070209,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200702,2020070211,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.17,1
20200711,2020071113,1,0.00%,0.00%,10.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.1,1
20200714,2020071412,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.17,1
20200715,2020071513,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200717,2020071716,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200727,2020072713,1,0.00%,0.00%,12.50%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.14,1
20200801,2020080117,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200806,2020080619,1,0.00%,0.00%,9.09%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.11,1
20200808,2020080820,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200811,2020081109,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200817,2020081710,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200919,2020091906,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200922,2020092216,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200928,2020092815,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200208,2020020808,2,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200131,2020013115,3,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,6,0,0,0,0,2,0.4,2
20200614,2020061422,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200723,2020072314,1,0.00%,0.00%,7.14%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.1,1
20200817,2020081714,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200820,2020082010,1,0.00%,0.00%,40.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.5,2
20200903,2020090310,1,0.00%,0.00%,12.50%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.14,1
20200903,2020090319,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200916,2020091609,1,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200930,2020093019,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200114,2020011405,2,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200101,2020010119,2,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,2,0.4,2
20200112,2020011215,2,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.33,1
20200925,2020092512,1,0.00%,0.00%,22.22%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.33,2
20200119,2020011918,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200902,2020090212,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200828,2020082814,1,0.00%,0.00%,40.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.5,2
20200312,2020031208,2,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200112,2020011214,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.2,2
20200101,2020010117,2,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200602,2020060216,1,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200607,2020060721,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200617,2020061705,1,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200617,2020061714,1,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200705,2020070509,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200706,2020070610,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200710,2020071015,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200718,2020071807,1,0.00%,0.00%,14.29%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200725,2020072511,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200726,2020072610,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200805,2020080511,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200821,2020082109,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200906,2020090615,1,0.00%,0.00%,14.29%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.14,1
20200910,2020091008,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200917,2020091713,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200917,2020091720,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200923,2020092312,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200928,2020092818,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200221,2020022111,2,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.33,1
20200904,2020090419,1,0.00%,0.00%,28.57%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.33,2
20200522,2020052218,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200529,2020052912,1,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200616,2020061611,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200617,2020061711,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200624,2020062408,1,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200624,2020062410,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.14,1
20200706,2020070618,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200719,2020071921,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200719,2020071922,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200721,2020072113,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200722,2020072216,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200730,2020073013,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200803,2020080307,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200807,2020080714,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.17,1
20200809,2020080918,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.14,1
20200810,2020081010,1,0.00%,0.00%,9.09%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.09,1
20200819,2020081915,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200821,2020082113,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200829,2020082912,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200831,2020083109,1,0.00%,0.00%,12.50%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.17,1
20200902,2020090213,1,0.00%,0.00%,28.57%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.25,2
20200915,2020091507,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200916,2020091617,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200923,2020092313,1,0.00%,0.00%,14.29%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200930,2020093018,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200307,2020030720,2,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200106,2020010611,2,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.25,1
20200123,2020012314,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,2,0.5,3
20200228,2020022817,1.5,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,2,0.4,2
20200301,2020030115,1.5,0.00%,0.00%,66.67%,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,2,0.5,2
20200111,2020011113,2,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200212,2020021219,2.5,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,5,0,0,0,0,2,1,2
20200715,2020071515,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.33,2
20200926,2020092617,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.33,2
20200205,2020020509,1,0.00%,0.00%,14.29%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.17,1
20200909,2020090916,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200311,2020031111,1.5,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,2,0.67,2
20200124,2020012416,2,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200207,2020020708,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200219,2020021905,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200128,2020012815,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,2
20200127,2020012718,1,0.00%,0.00%,200.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.67,2
20200210,2020021012,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200222,2020022205,1.5,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,2,0.5,2
20200121,2020012110,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200218,2020021810,2,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.5,1
20200311,2020031115,2,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.33,1
20200127,2020012710,1.67,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,5,0,0,0,0,3,0.43,3
20200215,2020021506,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,0.33,2
20200114,2020011413,2,0.00%,0.00%,14.29%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.14,1
20200213,2020021313,1,0.00%,0.00%,14.29%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200106,2020010607,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200221,2020022105,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200304,2020030417,2,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,1,0.33,1
20200201,2020020112,2,0.00%,0.00%,66.67%,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,2,0.67,2
20200516,2020051617,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200521,2020052117,1,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200525,2020052510,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200528,2020052816,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200606,2020060609,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200705,2020070517,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200708,2020070815,1,0.00%,0.00%,33.33%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200720,2020072007,1,0.00%,0.00%,10.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.1,1
20200729,2020072921,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200810,2020081021,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.17,1
20200812,2020081217,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200814,2020081410,1,0.00%,0.00%,14.29%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.14,1
20200819,2020081909,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200828,2020082809,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200828,2020082812,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200905,2020090507,1,0.00%,0.00%,10.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.12,1
20200913,2020091319,1,0.00%,0.00%,12.50%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.14,1
20200914,2020091415,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.33,1
20200920,2020092008,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200921,2020092112,1,0.00%,0.00%,20.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200921,2020092115,1,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200922,2020092208,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200926,2020092620,1,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,1,1
20200928,2020092817,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200209,2020020917,2,0.00%,0.00%,75.00%,0,0,0,0,0.00%,0,0,0,6,0,0,0,0,3,0.75,3
20200116,2020011621,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.17,1
20200114,2020011416,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.2,1
20200121,2020012117,1,0.00%,0.00%,25.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.25,1
20200113,2020011318,1,0.00%,0.00%,200.00%,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,2,1,2
20200123,2020012309,1,0.00%,0.00%,16.67%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.12,1
20200217,2020021707,1,0.00%,0.00%,50.00%,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,1,0.5,1
20200122,2020012215,1.33,0.00%,0.00%,100.00%,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,3,1,3
