# ----------------------------------------,,,,,,,,,,,,
# All Web Site Data,,,,,,,,,,,,
# Flat File Report,,,,,,,,,,,,
# 20200101-20200930,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Hour of Day,Organic Searches,AdX Clicks,AdX Coverage,AdX CTR,AdX eCPM,AdX Impressions,AdX Impressions / Session,AdX Monetized Pageviews,AdX Revenue,AdX Revenue / 1000 Sessions,AdX Viewable Impressions %
20200803,2020080318,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200804,2020080408,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200804,2020080417,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200804,2020080421,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200810,2020081010,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200810,2020081011,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200810,2020081014,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200814,2020081410,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200814,2020081416,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200815,2020081517,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200816,2020081612,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200816,2020081614,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200817,2020081715,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200906,2020090615,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200907,2020090707,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200907,2020090708,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200910,2020091011,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200911,2020091107,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200918,2020091810,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200920,2020092009,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200923,2020092313,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200924,2020092411,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200927,2020092709,4,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200101,2020010111,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200102,2020010210,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200102,2020010216,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200102,2020010217,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200102,2020010218,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200103,2020010308,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200104,2020010408,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200104,2020010421,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200105,2020010509,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200105,2020010513,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200106,2020010612,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200107,2020010711,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200107,2020010720,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200110,2020011006,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200110,2020011015,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200111,2020011108,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200111,2020011116,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200113,2020011310,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200113,2020011314,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200115,2020011507,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200115,2020011513,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200116,2020011610,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200117,2020011707,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200117,2020011711,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200117,2020011715,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200118,2020011808,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200118,2020011809,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200118,2020011817,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200120,2020012008,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200120,2020012010,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200120,2020012013,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200121,2020012110,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200124,2020012408,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200125,2020012509,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200125,2020012514,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200127,2020012706,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200127,2020012712,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200128,2020012813,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200131,2020013107,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200203,2020020307,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200204,2020020415,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200205,2020020505,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200206,2020020616,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200207,2020020719,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200209,2020020916,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200210,2020021016,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200212,2020021206,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200212,2020021212,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200213,2020021311,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200213,2020021320,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200214,2020021408,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200214,2020021416,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200215,2020021506,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200215,2020021513,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200215,2020021514,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200216,2020021608,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200216,2020021613,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200216,2020021615,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200220,2020022009,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200220,2020022014,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200222,2020022208,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200223,2020022307,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200224,2020022413,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200226,2020022612,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200301,2020030114,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200307,2020030716,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200311,2020031107,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200509,2020050909,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200516,2020051616,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200601,2020060111,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200602,2020060208,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200603,2020060315,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200607,2020060710,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200609,2020060907,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200610,2020061020,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200611,2020061107,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200611,2020061115,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200613,2020061315,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200613,2020061319,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200614,2020061417,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200614,2020061418,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200616,2020061608,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200617,2020061710,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200617,2020061716,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200618,2020061808,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200618,2020061817,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200618,2020061821,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200620,2020062007,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200622,2020062210,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200622,2020062213,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200624,2020062409,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200624,2020062410,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200626,2020062606,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200626,2020062621,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200627,2020062710,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200627,2020062711,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200628,2020062813,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200629,2020062920,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200630,2020063008,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200701,2020070121,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200702,2020070214,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200702,2020070222,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200703,2020070308,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200703,2020070310,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200703,2020070311,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200703,2020070312,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200703,2020070315,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200703,2020070321,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200704,2020070410,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200704,2020070412,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200704,2020070422,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200708,2020070819,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200709,2020070908,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200709,2020070912,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200709,2020070918,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200709,2020070921,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200710,2020071011,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200711,2020071109,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200711,2020071110,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200711,2020071113,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200711,2020071115,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200711,2020071117,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200712,2020071209,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200712,2020071215,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200713,2020071308,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200713,2020071316,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200714,2020071413,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200715,2020071509,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200715,2020071517,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200716,2020071608,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200717,2020071713,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200718,2020071811,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200718,2020071815,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200720,2020072007,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200720,2020072009,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200721,2020072110,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200721,2020072112,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200721,2020072117,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200722,2020072212,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200722,2020072220,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200723,2020072320,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200724,2020072409,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200724,2020072410,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200725,2020072516,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200726,2020072611,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200726,2020072620,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200727,2020072710,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200727,2020072711,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200727,2020072719,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
20200728,2020072811,3,0,0.00%,0.00%,$0.00,0,0,0,$0.00,$0.00,0.00%
