City,Date,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Taylorsville,20200619,1,1,1,0.00%,4,0:00:56,0
Tigard,20200619,1,1,1,100.00%,1,0:00:00,0
West Valley City,20200619,1,1,1,0.00%,2,0:00:05,0
(not set),20200619,1,1,1,0.00%,2,0:00:38,0
Midway,20200620,7,3,7,42.86%,3,0:00:48,0
Los Angeles,20200620,5,4,6,50.00%,1.83,0:00:17,0
Park City,20200620,3,3,3,0.00%,3,0:00:20,0
Heber City,20200620,2,2,2,0.00%,4,0:14:44,0
Sandy,20200620,2,2,3,33.33%,5,0:02:09,0
Springville,20200620,2,2,2,0.00%,4,0:00:36,0
West Jordan,20200620,2,2,2,0.00%,2.5,0:00:14,0
Snyderville,20200620,2,2,3,66.67%,1.67,0:00:02,0
(not set),20200620,1,0,1,100.00%,1,0:00:00,0
Glendora,20200620,1,1,2,0.00%,10.5,0:13:10,0
La Verne,20200620,1,1,2,100.00%,1,0:00:00,0
Denver,20200620,1,1,1,0.00%,4,0:00:54,0
Lilburn,20200620,1,1,1,0.00%,2,0:01:24,0
Haverhill,20200620,1,1,1,100.00%,1,0:00:00,0
Perham,20200620,1,1,1,100.00%,1,0:00:00,0
Draper,20200620,1,1,1,100.00%,1,0:00:00,0
Orem,20200620,1,1,1,0.00%,5,0:00:50,0
Provo,20200620,1,1,1,0.00%,3,0:05:22,0
Salt Lake City,20200620,1,1,1,0.00%,8,0:05:40,0
St. George,20200620,1,1,1,0.00%,3,0:01:06,0
Bluffdale,20200620,1,1,1,0.00%,2,0:00:03,0
Centennial,20200620,1,1,1,100.00%,1,0:00:00,0
Mapleton,20200620,1,1,1,0.00%,10,0:08:13,0
Saratoga Springs,20200620,1,1,1,0.00%,7,0:02:28,0
West Valley City,20200620,1,1,1,0.00%,2,0:00:30,0
(not set),20200621,4,2,5,80.00%,1.4,0:00:04,0
Los Angeles,20200621,4,4,5,60.00%,1.4,0:00:07,0
Salt Lake City,20200621,4,4,4,50.00%,1.75,0:00:33,0
Loma Linda,20200621,3,3,4,75.00%,1.5,0:03:30,0
South Jordan,20200621,3,3,3,33.33%,3.33,0:09:41,0
Lindon,20200621,2,0,2,100.00%,1,0:00:00,0
Park City,20200621,2,1,2,100.00%,1,0:00:00,0
Snyderville,20200621,2,2,2,0.00%,2,0:05:31,0
(not set),20200621,2,2,2,0.00%,5,0:01:41,0
Toronto,20200621,1,1,1,0.00%,4,0:00:34,0
Glendora,20200621,1,1,1,0.00%,12,0:08:29,0
Palm Harbor,20200621,1,1,1,100.00%,1,0:00:00,0
Boise,20200621,1,1,1,0.00%,2,0:00:04,0
Pahrump,20200621,1,1,1,0.00%,3,0:00:22,0
American Fork,20200621,1,1,2,50.00%,1,0:00:21,0
Heber City,20200621,1,1,1,0.00%,3,0:00:23,0
Kaysville,20200621,1,1,1,0.00%,5,0:01:24,0
Midway,20200621,1,1,2,0.00%,5.5,0:11:52,0
Ogden,20200621,1,0,1,100.00%,1,0:00:00,0
Orem,20200621,1,1,1,0.00%,3,0:00:16,0
Tooele,20200621,1,1,1,0.00%,2,0:00:03,0
West Jordan,20200621,1,0,1,100.00%,1,0:00:00,0
Millcreek,20200621,1,1,1,0.00%,2,0:00:04,0
Murray,20200621,1,1,1,0.00%,3,0:01:54,0
Saratoga Springs,20200621,1,1,1,0.00%,5,0:02:22,0
Trappe,20200621,1,1,1,0.00%,2,0:00:07,0
Salt Lake City,20200622,4,3,5,40.00%,2,0:01:14,0
West Valley City,20200622,4,4,4,50.00%,2.75,0:00:46,0
San Francisco,20200622,2,2,2,100.00%,1,0:00:00,0
Boston,20200622,2,1,2,0.00%,5,0:03:10,0
Heber City,20200622,2,1,2,50.00%,1.5,0:13:31,0
Park City,20200622,2,2,2,0.00%,4,0:06:27,0
West Jordan,20200622,2,1,2,50.00%,2,0:00:27,0
Murray,20200622,2,2,2,0.00%,4.5,0:00:58,0
Rio Grande,20200622,1,1,1,100.00%,1,0:00:00,0
Buckeye,20200622,1,1,1,0.00%,11,0:04:12,0
Phoenix,20200622,1,1,1,0.00%,3,0:00:33,0
Scottsdale,20200622,1,1,1,0.00%,5,0:00:38,0
Murrieta,20200622,1,1,1,0.00%,2,0:00:32,0
Oakland,20200622,1,1,1,100.00%,1,0:00:00,0
Yorba Linda,20200622,1,1,3,0.00%,7,0:15:09,0
Denver,20200622,1,0,1,100.00%,1,0:00:00,0
Arlington Heights,20200622,1,1,1,0.00%,3,0:02:27,0
Fort Wayne,20200622,1,1,1,0.00%,2,0:00:12,0
Kansas City,20200622,1,1,2,0.00%,3,0:01:49,0
Tunkhannock,20200622,1,1,1,0.00%,5,0:01:52,0
Flower Mound,20200622,1,1,1,0.00%,2,0:00:15,0
Houston,20200622,1,1,1,0.00%,2,0:00:14,0
American Fork,20200622,1,1,1,0.00%,5,0:00:38,0
Centerville,20200622,1,1,1,0.00%,2,0:00:07,0
Draper,20200622,1,1,1,0.00%,7,0:05:40,0
Kaysville,20200622,1,1,1,100.00%,1,0:00:00,0
Panguitch,20200622,1,1,1,0.00%,11,0:02:15,0
Pleasant Grove,20200622,1,1,1,100.00%,1,0:00:00,0
Santaquin,20200622,1,1,2,0.00%,3,0:00:14,0
Vernal,20200622,1,1,1,0.00%,5,0:01:51,0
Holladay,20200622,1,1,1,0.00%,2,0:00:06,0
South Salt Lake,20200622,1,1,1,100.00%,1,0:00:00,0
Wyoming,20200622,1,1,1,0.00%,2,0:00:05,0
Salt Lake City,20200623,7,6,8,25.00%,4.12,0:01:56,0
Los Angeles,20200623,4,4,4,25.00%,2.25,0:00:12,0
Heber City,20200623,4,4,4,25.00%,3.25,0:02:12,0
Sandy,20200623,4,4,4,25.00%,3.75,0:06:25,0
Park City,20200623,3,3,3,66.67%,1.33,0:00:01,0
Denver,20200623,2,2,2,50.00%,3.5,0:00:22,0
Lehi,20200623,2,1,2,0.00%,3,0:01:09,0
Paris,20200623,1,1,1,100.00%,1,0:00:00,0
Phoenix,20200623,1,1,2,0.00%,2,0:00:23,0
Scottsdale,20200623,1,1,1,0.00%,8,0:01:40,0
Altadena,20200623,1,1,1,0.00%,2,0:00:12,0
San Clemente,20200623,1,1,1,0.00%,2,0:00:06,0
Parker,20200623,1,1,1,0.00%,2,0:00:03,0
Boston,20200623,1,0,1,100.00%,1,0:00:00,0
Las Vegas,20200623,1,1,1,0.00%,5,0:00:24,0
Myrtle Beach,20200623,1,1,1,0.00%,3,0:03:31,0
Grantsville,20200623,1,1,1,0.00%,6,0:00:33,0
Ogden,20200623,1,1,1,0.00%,13,0:03:26,0
Riverton,20200623,1,1,1,0.00%,2,0:00:08,0
South Jordan,20200623,1,1,1,0.00%,18,0:40:43,0
West Jordan,20200623,1,1,4,25.00%,3.25,0:00:59,0
Eagle Mountain,20200623,1,1,1,100.00%,1,0:00:00,0
Harris Hill,20200623,1,1,1,0.00%,2,0:00:32,0
Herriman,20200623,1,1,1,0.00%,3,0:00:16,0
Snyderville,20200623,1,1,1,100.00%,1,0:00:00,0
(not set),20200623,1,1,1,0.00%,4,0:00:32,0
Salt Lake City,20200624,4,4,5,60.00%,6.2,0:02:02,0
Los Angeles,20200624,3,2,3,33.33%,2,0:03:40,0
South Jordan,20200624,3,3,3,0.00%,6.67,0:02:27,1
Lowell,20200624,2,1,2,100.00%,1,0:00:00,0
Lehi,20200624,2,1,3,0.00%,7.33,0:10:15,1
Saratoga Springs,20200624,2,2,2,0.00%,6,0:04:44,1
West Valley City,20200624,2,2,2,0.00%,3.5,0:00:58,0
Mountain View,20200624,1,1,1,0.00%,9,0:10:58,1
Chicago,20200624,1,0,1,100.00%,1,0:00:00,0
Elmhurst,20200624,1,1,2,100.00%,1,0:00:00,0
Soddy-Daisy,20200624,1,1,1,100.00%,1,0:00:00,0
Bountiful,20200624,1,1,1,0.00%,3,0:01:22,0
Heber City,20200624,1,1,1,100.00%,1,0:00:00,0
Ogden,20200624,1,0,1,100.00%,1,0:00:00,0
Orem,20200624,1,1,1,0.00%,6,0:04:11,0
Payson,20200624,1,1,1,100.00%,1,0:00:00,0
Pleasant Grove,20200624,1,1,1,0.00%,7,0:02:11,0
Smithfield,20200624,1,1,1,0.00%,6,0:02:10,0
St. George,20200624,1,1,2,0.00%,4,0:01:33,0
Bothell,20200624,1,1,1,100.00%,1,0:00:00,0
Seattle,20200624,1,1,1,0.00%,2,0:00:07,0
Clinton,20200624,1,1,1,0.00%,19,0:42:47,1
Eagle Mountain,20200624,1,1,1,0.00%,2,0:00:05,0
Snyderville,20200624,1,1,1,100.00%,1,0:00:00,0
Salt Lake City,20200625,4,3,5,40.00%,2.8,0:01:22,0
Erie,20200625,2,2,2,50.00%,1.5,0:00:04,0
Boise,20200625,2,2,2,50.00%,6,0:01:23,0
American Fork,20200625,2,2,2,50.00%,2,0:00:31,0
Heber City,20200625,2,2,2,0.00%,9,0:01:34,0
Layton,20200625,2,2,2,50.00%,1.5,0:00:11,0
Provo,20200625,2,2,2,0.00%,3.5,0:01:02,0
West Valley City,20200625,2,2,2,0.00%,3,0:02:44,0
(not set),20200625,1,1,1,0.00%,3,0:01:07,0
Phoenix,20200625,1,1,1,0.00%,5,0:03:08,0
San Francisco,20200625,1,1,1,0.00%,2,0:00:23,0
Boulder,20200625,1,1,1,0.00%,4,0:01:04,0
Bolingbrook,20200625,1,1,1,0.00%,2,0:00:11,0
Chicago,20200625,1,1,1,0.00%,3,0:00:11,0
Detroit,20200625,1,1,1,0.00%,2,0:00:29,0
Las Vegas,20200625,1,1,1,100.00%,1,0:00:00,0
Columbus,20200625,1,1,1,100.00%,1,0:00:00,0
Beaufort,20200625,1,1,1,0.00%,2,0:14:04,0
Dallas,20200625,1,1,1,0.00%,4,0:00:25,0
Bountiful,20200625,1,1,1,0.00%,2,0:01:47,0
Lehi,20200625,1,1,1,0.00%,4,0:00:29,0
Midway,20200625,1,1,1,0.00%,2,0:00:06,0
Orem,20200625,1,1,1,0.00%,8,0:22:58,0
Riverton,20200625,1,1,2,0.00%,5,0:00:53,0
South Jordan,20200625,1,1,1,0.00%,3,0:01:50,0
Springville,20200625,1,1,1,0.00%,3,0:02:59,0
West Jordan,20200625,1,1,1,0.00%,5,0:01:15,0
Murray,20200625,1,1,1,0.00%,8,0:00:32,0
South Salt Lake,20200625,1,1,1,0.00%,4,0:00:20,0
Salt Lake City,20200626,4,3,5,0.00%,3.8,0:03:56,0
Layton,20200626,3,2,5,20.00%,2.6,0:01:04,0
Midway,20200626,3,3,3,33.33%,2,0:00:08,0
Orem,20200626,2,1,4,50.00%,1.75,0:00:20,0
South Jordan,20200626,2,1,2,50.00%,2,0:00:32,0
Beijing,20200626,1,1,1,100.00%,1,0:00:00,0
London,20200626,1,1,1,0.00%,5,0:00:43,0
Kolkata,20200626,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200626,1,1,1,0.00%,2,0:00:13,0
San Jose,20200626,1,0,1,100.00%,1,0:00:00,0
Sonora,20200626,1,0,1,100.00%,1,0:00:00,0
Atlanta,20200626,1,1,1,0.00%,8,0:06:40,0
Wabasha,20200626,1,1,1,0.00%,2,0:00:11,0
Oklahoma City,20200626,1,1,1,0.00%,3,0:00:08,0
Draper,20200626,1,1,1,100.00%,1,0:00:00,0
Heber City,20200626,1,1,1,0.00%,2,0:00:08,0
Park City,20200626,1,1,1,0.00%,5,0:07:04,0
Provo,20200626,1,1,1,0.00%,5,0:00:48,0
Springville,20200626,1,1,1,0.00%,4,0:00:28,0
St. George,20200626,1,1,1,0.00%,4,0:00:34,0
West Jordan,20200626,1,1,1,100.00%,1,0:00:00,0
Bluffdale,20200626,1,1,1,0.00%,7,0:02:39,0
Eagle Mountain,20200626,1,1,1,100.00%,1,0:00:00,0
Murray,20200626,1,1,1,0.00%,4,0:02:48,0
West Valley City,20200626,1,1,1,100.00%,1,0:00:00,0
Midway,20200627,9,8,9,11.11%,2.56,0:00:17,0
Los Angeles,20200627,7,7,9,22.22%,3.89,0:00:46,0
Salt Lake City,20200627,3,3,3,33.33%,2,0:03:07,0
(not set),20200627,2,2,2,0.00%,2,0:00:07,0
St. Petersburg,20200627,1,1,1,0.00%,4,0:01:05,0
Lowell,20200627,1,1,1,100.00%,1,0:00:00,0
Sisters,20200627,1,1,1,100.00%,1,0:00:00,0
Draper,20200627,1,0,1,100.00%,1,0:00:00,0
Farmington,20200627,1,0,1,0.00%,6,0:01:44,0
Heber City,20200627,1,0,1,100.00%,1,0:00:00,0
Kaysville,20200627,1,1,1,0.00%,8,0:17:42,1
Lehi,20200627,1,1,1,100.00%,1,0:00:00,0
Logan,20200627,1,0,1,100.00%,1,0:00:00,0
Sandy,20200627,1,1,1,100.00%,1,0:00:00,0
Millcreek,20200627,1,0,3,66.67%,1.67,0:01:12,0
Riverdale,20200627,1,1,1,100.00%,1,0:00:00,0
Saratoga Springs,20200627,1,1,2,0.00%,4,0:01:09,0
Snyderville,20200627,1,1,1,100.00%,1,0:00:00,0
West Valley City,20200627,1,1,1,0.00%,3,0:00:21,0
Salt Lake City,20200628,5,5,7,28.57%,2.43,0:01:42,0
Los Angeles,20200628,3,2,3,33.33%,2,0:00:18,0
Sydney,20200628,2,1,2,0.00%,2,0:00:06,0
Sandy,20200628,2,1,5,20.00%,3.8,0:06:44,0
South Jordan,20200628,2,2,2,0.00%,4,0:01:09,0
Herriman,20200628,2,2,2,0.00%,15.5,0:04:08,0
Holladay,20200628,2,2,2,0.00%,3.5,0:02:52,0
Chandler,20200628,1,1,3,33.33%,3.33,0:01:55,0
Folsom,20200628,1,1,1,100.00%,1,0:00:00,0
Covington,20200628,1,1,1,100.00%,1,0:00:00,0
Lowell,20200628,1,1,1,100.00%,1,0:00:00,0
Las Vegas,20200628,1,1,1,0.00%,4,0:00:33,0
Perkasie,20200628,1,1,1,0.00%,20,0:02:13,0
Rock Hill,20200628,1,1,1,0.00%,3,0:05:19,0
Grapevine,20200628,1,1,1,0.00%,4,0:00:23,0
Heber City,20200628,1,0,1,0.00%,3,0:00:42,0
Layton,20200628,1,1,1,0.00%,2,0:05:38,0
Lehi,20200628,1,1,1,0.00%,10,0:28:52,0
Midway,20200628,1,1,1,0.00%,2,0:00:13,0
Providence,20200628,1,1,1,0.00%,8,0:03:44,0
Provo,20200628,1,1,1,100.00%,1,0:00:00,0
Syracuse,20200628,1,0,1,100.00%,1,0:00:00,0
West Jordan,20200628,1,1,2,50.00%,4.5,0:03:37,0
Everett,20200628,1,1,1,0.00%,16,0:06:40,0
Saratoga Springs,20200628,1,1,1,0.00%,3,0:02:06,0
(not set),20200628,1,1,1,0.00%,2,0:00:32,0
Salt Lake City,20200629,11,8,16,18.75%,3.69,0:03:15,2
West Jordan,20200629,6,6,8,12.50%,7,0:09:00,1
Draper,20200629,3,3,4,0.00%,4.75,0:00:48,0
Lehi,20200629,3,2,3,0.00%,6.33,0:02:44,0
(not set),20200629,2,2,2,50.00%,1.5,0:00:01,0
Sydney,20200629,2,0,2,0.00%,8,0:03:30,0
Los Angeles,20200629,2,2,2,0.00%,10,0:14:35,0
Las Vegas,20200629,2,2,2,50.00%,3,0:02:16,0
Midway,20200629,2,1,2,0.00%,3.5,0:01:46,0
Park City,20200629,2,2,3,33.33%,2,0:00:14,0
Snyderville,20200629,2,2,2,0.00%,10,0:03:13,0
Buckeye,20200629,1,0,1,0.00%,7,0:00:41,0
Phoenix,20200629,1,1,2,50.00%,2,0:00:18,0
Berkeley,20200629,1,1,2,0.00%,4,0:00:26,0
Mountain View,20200629,1,1,1,0.00%,11,0:07:11,0
Riverside,20200629,1,1,1,0.00%,8,0:22:57,0
Yucaipa,20200629,1,1,1,100.00%,1,0:00:00,0
Frederick,20200629,1,1,2,50.00%,2,0:00:48,0
Boise,20200629,1,1,1,0.00%,6,0:03:08,0
Springfield,20200629,1,1,1,0.00%,2,0:00:04,0
Denham Springs,20200629,1,1,1,0.00%,7,0:04:14,0
Lowell,20200629,1,1,1,100.00%,1,0:00:00,0
Mahwah,20200629,1,1,1,100.00%,1,0:00:00,0
Ocean City,20200629,1,1,1,0.00%,2,0:00:07,0
Suffern,20200629,1,1,1,100.00%,1,0:00:00,0
Dallas,20200629,1,1,1,100.00%,1,0:00:00,0
Brigham City,20200629,1,1,1,0.00%,21,0:19:35,0
Clearfield,20200629,1,1,1,0.00%,2,0:00:12,0
Kaysville,20200629,1,1,1,0.00%,2,0:00:02,0
Layton,20200629,1,1,1,0.00%,31,0:09:10,0
Magna,20200629,1,1,1,0.00%,3,0:00:12,0
Ogden,20200629,1,1,1,100.00%,1,0:00:00,0
Providence,20200629,1,1,3,0.00%,4,0:04:50,0
Sandy,20200629,1,1,1,0.00%,16,0:09:50,1
Fall City,20200629,1,1,1,0.00%,2,0:00:08,0
East Millcreek,20200629,1,1,1,100.00%,1,0:00:00,0
Highland,20200629,1,1,1,0.00%,2,0:00:03,0
Mapleton,20200629,1,1,1,0.00%,61,0:51:17,0
Withamsville,20200629,1,1,1,0.00%,2,0:08:46,0
Salt Lake City,20200630,4,4,4,25.00%,3,0:08:00,0
(not set),20200630,3,3,3,100.00%,1,0:00:00,0
Phoenix,20200630,3,2,3,0.00%,5.33,0:06:25,1
Colorado Springs,20200630,2,2,3,0.00%,2.67,0:03:41,0
Las Vegas,20200630,2,2,2,50.00%,6,0:04:21,0
Park City,20200630,2,1,2,50.00%,9.5,0:07:42,1
Provo,20200630,2,2,2,0.00%,7.5,0:04:07,0
West Jordan,20200630,2,2,2,0.00%,8,0:04:42,1
Taylorsville,20200630,2,2,3,33.33%,3.33,0:01:47,0
West Valley City,20200630,2,2,2,50.00%,2.5,0:01:07,0
Chandler,20200630,1,1,1,0.00%,2,0:00:10,0
Los Angeles,20200630,1,0,1,0.00%,3,0:00:12,0
Denver,20200630,1,0,1,100.00%,1,0:00:00,0
Boise,20200630,1,0,1,0.00%,8,0:02:57,1
Covington,20200630,1,0,1,100.00%,1,0:00:00,0
Lowell,20200630,1,1,1,100.00%,1,0:00:00,0
Omaha,20200630,1,1,1,0.00%,2,0:00:09,0
Ocean City,20200630,1,0,1,100.00%,1,0:00:00,0
Buda,20200630,1,1,1,0.00%,2,0:00:11,0
Dallas,20200630,1,1,1,0.00%,4,0:01:00,0
Bountiful,20200630,1,1,1,100.00%,1,0:00:00,0
Farmington,20200630,1,1,1,100.00%,1,0:00:00,0
Grantsville,20200630,1,1,1,0.00%,2,0:00:29,0
Heber City,20200630,1,1,1,100.00%,1,0:00:00,0
Kaysville,20200630,1,1,1,0.00%,22,0:01:43,0
Lehi,20200630,1,1,1,0.00%,3,0:00:13,0
Midvale,20200630,1,1,1,0.00%,6,0:00:32,0
Midway,20200630,1,0,1,0.00%,2,0:00:04,0
Orem,20200630,1,1,1,100.00%,1,0:00:00,0
South Jordan,20200630,1,0,1,100.00%,1,0:00:00,0
Everett,20200630,1,0,1,0.00%,18,0:06:37,0
Seattle,20200630,1,1,1,0.00%,4,0:00:10,0
Herriman,20200630,1,0,1,100.00%,1,0:00:00,0
Holladay,20200630,1,1,1,100.00%,1,0:00:00,0
Murray,20200630,1,0,1,0.00%,13,0:18:57,0
Saratoga Springs,20200630,1,1,1,100.00%,1,0:00:00,0
Snyderville,20200630,1,1,1,100.00%,1,0:00:00,0
Salt Lake City,20200701,6,6,7,14.29%,4.14,0:00:57,0
Heber City,20200701,4,4,4,0.00%,3.25,0:01:05,0
Midway,20200701,4,3,4,0.00%,3,0:01:56,0
Houston,20200701,2,1,2,50.00%,2.5,0:00:40,0
Park City,20200701,2,1,2,50.00%,2,0:00:06,0
Sandy,20200701,2,2,2,50.00%,3.5,0:00:15,0
(not set),20200701,1,1,1,100.00%,1,0:00:00,0
Phoenix,20200701,1,0,2,50.00%,4.5,0:01:32,0
West Wendover,20200701,1,1,1,0.00%,5,0:00:35,0
Draper,20200701,1,0,1,0.00%,2,0:18:19,0
Lehi,20200701,1,1,1,0.00%,4,0:02:24,0
Ogden,20200701,1,1,1,0.00%,6,0:00:44,0
Pleasant Grove,20200701,1,0,1,0.00%,4,0:02:54,0
Provo,20200701,1,1,2,0.00%,5,0:14:38,0
West Jordan,20200701,1,0,1,100.00%,1,0:00:00,0
Tumwater,20200701,1,0,1,0.00%,3,0:27:12,0
Bluffdale,20200701,1,1,2,0.00%,2.5,0:00:14,0
Eagle Mountain,20200701,1,1,1,0.00%,3,0:00:33,0
Murray,20200701,1,1,1,100.00%,1,0:00:00,0
South Salt Lake,20200701,1,1,1,0.00%,2,0:00:07,0
(not set),20200702,26,26,26,96.15%,1.65,0:00:01,0
Salt Lake City,20200702,7,6,10,30.00%,3.3,0:00:28,0
Boise,20200702,3,3,4,50.00%,2.75,0:00:13,0
Provo,20200702,3,1,3,66.67%,1.33,0:00:02,0
West Jordan,20200702,3,3,3,33.33%,2.67,0:00:15,0
Snyderville,20200702,3,3,4,0.00%,10,0:06:56,1
Los Angeles,20200702,2,1,4,25.00%,4.5,0:01:40,0
Denver,20200702,2,2,2,50.00%,3.5,0:00:51,0
Lehi,20200702,2,2,2,0.00%,3.5,0:07:21,0
Park City,20200702,2,2,2,0.00%,3,0:00:41,0
Nanchang,20200702,1,1,1,100.00%,1,0:00:00,0
West Sacramento,20200702,1,1,1,0.00%,12,0:11:24,0
Idaho Falls,20200702,1,0,1,100.00%,1,0:00:00,0
Meridian,20200702,1,1,1,0.00%,4,0:00:40,0
Lowell,20200702,1,0,1,100.00%,1,0:00:00,0
Dublin,20200702,1,1,1,0.00%,3,0:00:47,0
Lexington,20200702,1,1,1,0.00%,2,0:00:21,0
Draper,20200702,1,1,1,0.00%,5,0:03:56,0
Eden,20200702,1,1,3,66.67%,2,0:00:15,0
Heber City,20200702,1,1,1,0.00%,3,0:00:50,0
Midvale,20200702,1,1,1,0.00%,2,0:00:09,0
North Salt Lake,20200702,1,1,1,0.00%,6,0:01:12,0
Ogden,20200702,1,1,1,0.00%,7,0:02:24,0
Pleasant Grove,20200702,1,1,2,0.00%,2.5,0:06:01,0
Riverton,20200702,1,1,1,0.00%,2,0:00:13,0
South Jordan,20200702,1,1,1,0.00%,4,0:02:08,0
Tooele,20200702,1,1,2,0.00%,4,0:00:41,0
Bluffdale,20200702,1,1,1,0.00%,3,0:00:30,0
Herriman,20200702,1,1,1,0.00%,2,0:00:03,0
Highland,20200702,1,1,1,100.00%,1,0:00:00,0
Murray,20200702,1,1,2,0.00%,6,0:05:51,0
Taylorsville,20200702,1,0,1,0.00%,12,0:18:24,1
West Valley City,20200702,1,1,1,0.00%,9,0:02:08,0
Salt Lake City,20200703,13,11,13,23.08%,3.62,0:02:11,1
Los Angeles,20200703,6,6,6,16.67%,2.67,0:02:15,0
Midway,20200703,6,6,9,22.22%,3.22,0:00:35,0
West Valley City,20200703,3,3,3,0.00%,5.67,0:01:21,0
(not set),20200703,2,2,2,100.00%,1,0:00:00,0
Denver,20200703,2,1,2,0.00%,7,0:02:37,0
Meridian,20200703,2,2,2,0.00%,2.5,0:01:50,0
Lowell,20200703,2,2,2,50.00%,2,0:00:12,0
Heber City,20200703,2,1,2,50.00%,1.5,0:00:08,0
Park City,20200703,2,1,3,0.00%,6,0:03:40,0
West Jordan,20200703,2,2,2,0.00%,3,0:00:18,0
Murray,20200703,2,2,3,0.00%,2.33,0:00:13,0
Santa Ana,20200703,1,1,1,0.00%,3,0:00:56,0
Billings,20200703,1,1,1,0.00%,2,0:00:16,0
Eden,20200703,1,0,1,100.00%,1,0:00:00,0
Layton,20200703,1,1,1,0.00%,2,0:00:06,0
Logan,20200703,1,1,2,0.00%,3,0:01:33,0
Ogden,20200703,1,1,1,0.00%,6,0:00:20,0
Orem,20200703,1,1,4,25.00%,2.75,0:00:15,0
Pleasant Grove,20200703,1,0,1,0.00%,2,0:04:20,0
Provo,20200703,1,1,1,0.00%,8,0:06:20,0
Sandy,20200703,1,1,1,0.00%,2,0:00:15,0
South Jordan,20200703,1,1,1,0.00%,4,0:05:58,0
Springville,20200703,1,0,1,0.00%,2,0:00:13,0
Eagle Mountain,20200703,1,1,1,100.00%,1,0:00:00,0
Snyderville,20200703,1,1,1,0.00%,2,0:00:40,0
(not set),20200703,1,0,1,0.00%,2,0:00:52,0
Park City,20200704,4,4,6,0.00%,3,0:00:59,0
Orem,20200704,2,1,2,0.00%,6.5,0:03:23,0
Salt Lake City,20200704,2,0,3,33.33%,2.33,0:00:10,0
Snyderville,20200704,2,2,2,50.00%,1.5,0:00:15,0
(not set),20200704,1,0,1,0.00%,19,0:02:21,0
Los Angeles,20200704,1,1,2,50.00%,2,0:00:56,0
Sacramento,20200704,1,1,1,0.00%,3,0:01:51,0
Denver,20200704,1,1,1,100.00%,1,0:00:00,0
Lowell,20200704,1,1,1,0.00%,15,0:02:27,0
Charlotte,20200704,1,0,1,100.00%,1,0:00:00,0
Wake Forest,20200704,1,0,1,100.00%,1,0:00:00,0
McMinnville,20200704,1,1,1,100.00%,1,0:00:00,0
Chattanooga,20200704,1,1,1,100.00%,1,0:00:00,0
Deer Park,20200704,1,1,1,100.00%,1,0:00:00,0
American Fork,20200704,1,1,3,33.33%,3.33,0:00:32,0
Bountiful,20200704,1,1,1,0.00%,2,0:00:17,0
Coalville,20200704,1,1,1,100.00%,1,0:00:00,0
Heber City,20200704,1,1,1,0.00%,7,0:01:05,0
Midvale,20200704,1,1,1,0.00%,2,0:00:05,0
Midway,20200704,1,1,2,0.00%,6.5,0:02:17,0
Provo,20200704,1,1,1,0.00%,11,0:02:45,0
Roosevelt,20200704,1,1,1,0.00%,2,0:00:10,0
Springville,20200704,1,1,1,0.00%,2,0:00:32,0
St. George,20200704,1,1,1,0.00%,9,0:06:23,0
Murray,20200704,1,1,1,0.00%,3,0:02:09,0
West Valley City,20200704,1,1,1,0.00%,13,0:03:20,0
(not set),20200704,1,1,1,0.00%,3,0:00:36,0
Salt Lake City,20200705,8,8,9,22.22%,5,0:02:50,0
West Valley City,20200705,5,4,5,60.00%,1.6,0:00:08,0
South Jordan,20200705,4,4,4,50.00%,3,0:03:09,0
(not set),20200705,3,2,3,66.67%,2,0:00:09,0
Los Angeles,20200705,3,3,5,40.00%,2.2,0:00:45,0
Midway,20200705,3,2,3,0.00%,5.67,0:06:41,2
Encinitas,20200705,2,2,4,0.00%,2.5,0:00:34,0
Las Vegas,20200705,2,2,2,50.00%,1.5,0:00:09,0
Draper,20200705,2,2,2,50.00%,3,0:01:37,0
Casa Grande,20200705,1,1,1,0.00%,6,0:03:22,0
Phoenix,20200705,1,1,1,0.00%,11,0:04:07,0
Boise,20200705,1,1,1,0.00%,2,0:00:08,0
Bozeman,20200705,1,1,1,0.00%,2,0:00:06,0
Vernonia,20200705,1,1,3,0.00%,6,0:01:11,0
Bountiful,20200705,1,1,1,0.00%,7,0:04:50,0
Lehi,20200705,1,1,3,33.33%,2,0:00:15,0
Orem,20200705,1,1,1,0.00%,3,0:00:58,0
Sandy,20200705,1,1,1,0.00%,2,0:00:23,0
West Jordan,20200705,1,1,2,0.00%,5,0:04:25,0
Herriman,20200705,1,1,1,0.00%,3,0:00:32,0
Ken Caryl,20200705,1,1,1,100.00%,1,0:00:00,0
Murray,20200705,1,0,1,100.00%,1,0:00:00,0
(not set),20200705,1,1,1,0.00%,3,0:02:37,0
Los Angeles,20200706,4,4,4,75.00%,1.25,0:00:34,0
Lehi,20200706,4,3,4,75.00%,1.75,0:00:05,0
Las Vegas,20200706,3,2,4,25.00%,2,0:00:56,0
Heber City,20200706,3,2,5,0.00%,3.6,0:01:01,1
Salt Lake City,20200706,3,2,3,33.33%,2,0:00:30,0
Sydney,20200706,2,0,2,0.00%,5,0:13:47,0
Layton,20200706,2,2,3,33.33%,4.67,0:01:05,0
Provo,20200706,2,1,2,100.00%,1,0:00:00,0
