Browser,Device Category,Date,Sessions,Avg. Session Duration,Bounce Rate,Users,Pages / Session,Transactions
Chrome,desktop,20210228,8,0:00:22,25.00%,8,2.88,0
Chrome,mobile,20210228,6,0:00:58,33.33%,6,3.83,0
Safari,desktop,20210228,3,0:00:22,33.33%,3,2.67,0
Edge,desktop,20210228,2,0:01:20,50.00%,2,6,0
Safari (in-app),mobile,20210228,1,0:00:32,0.00%,1,3,0
Safari,mobile,20210301,17,0:02:16,35.29%,16,2.88,1
Chrome,desktop,20210301,14,0:05:48,21.43%,14,4.64,3
Safari,desktop,20210301,6,0:02:55,50.00%,3,3.5,1
Edge,desktop,20210301,3,0:21:15,33.33%,2,14.67,2
Chrome,mobile,20210301,2,0:03:44,0.00%,2,7.5,0
Safari,tablet,20210301,2,0:03:27,50.00%,2,6,0
Safari (in-app),mobile,20210301,1,0:01:46,0.00%,1,4,0
Safari,mobile,20210302,21,0:03:25,52.38%,19,3.86,1
Chrome,desktop,20210302,12,0:04:57,25.00%,11,5.17,3
Safari,desktop,20210302,7,0:01:13,57.14%,7,2.57,0
Firefox,desktop,20210302,6,0:00:20,83.33%,6,2.83,0
Chrome,mobile,20210302,4,0:00:36,75.00%,4,2.5,0
Edge,desktop,20210302,2,0:02:58,50.00%,2,8.5,0
Android Webview,mobile,20210302,1,0:00:00,100.00%,1,1,0
Chrome,tablet,20210302,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210302,1,0:01:15,0.00%,1,3,0
Safari,mobile,20210303,21,0:00:57,61.90%,16,2.43,4
Chrome,desktop,20210303,12,0:02:02,33.33%,11,3.92,2
Edge,desktop,20210303,6,0:08:01,16.67%,5,8.17,0
Safari,desktop,20210303,3,0:13:30,0.00%,3,13.67,4
Chrome,mobile,20210303,1,0:00:51,0.00%,1,5,0
Safari (in-app),mobile,20210303,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210304,15,0:06:35,26.67%,14,5.87,3
Chrome,mobile,20210304,8,0:02:53,37.50%,7,3.25,1
Safari,mobile,20210304,8,0:01:19,25.00%,7,4,0
Safari,tablet,20210304,2,0:00:21,50.00%,2,1.5,0
Edge,desktop,20210304,1,0:00:00,100.00%,1,1,0
Safari,desktop,20210304,1,0:00:00,100.00%,1,1,0
UC Browser,mobile,20210304,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210305,18,0:00:46,33.33%,15,3.5,0
Chrome,desktop,20210305,11,0:02:27,0.00%,9,6,2
Edge,desktop,20210305,3,0:00:00,100.00%,3,1,0
Chrome,mobile,20210305,2,0:00:32,50.00%,2,3,0
Safari,desktop,20210305,2,0:02:50,0.00%,2,4.5,1
Firefox,desktop,20210305,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210305,1,0:02:09,0.00%,1,6,0
Safari,mobile,20210306,30,0:00:45,53.33%,27,2.17,2
Chrome,desktop,20210306,9,0:04:38,22.22%,9,3.78,0
Chrome,mobile,20210306,3,0:00:56,33.33%,3,5.33,0
UC Browser,mobile,20210306,2,0:00:00,100.00%,2,1,0
Chrome,tablet,20210306,1,0:01:56,0.00%,1,8,0
Edge,desktop,20210306,1,0:05:27,0.00%,1,11,2
Firefox,desktop,20210306,1,0:00:00,100.00%,1,1,0
Safari,desktop,20210306,1,0:00:00,100.00%,1,1,0
Safari,tablet,20210306,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210306,1,0:02:55,0.00%,1,8,0
Safari,mobile,20210307,18,0:03:02,44.44%,18,4.56,0
Chrome,desktop,20210307,7,0:00:29,42.86%,7,3,0
Chrome,mobile,20210307,4,0:02:43,25.00%,4,7,0
Firefox,desktop,20210307,2,0:15:28,50.00%,2,4,0
Android Webview,mobile,20210307,1,0:00:07,0.00%,1,3,0
Chrome,tablet,20210307,1,0:01:07,0.00%,1,4,0
Safari,desktop,20210307,1,0:00:40,0.00%,1,3,0
Safari (in-app),mobile,20210307,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210308,18,0:04:42,38.89%,17,5.22,5
Safari,mobile,20210308,16,0:00:52,43.75%,15,3.69,0
Firefox,desktop,20210308,3,0:18:40,0.00%,3,8.33,0
Safari,desktop,20210308,3,0:00:04,66.67%,3,1.33,0
Samsung Internet,mobile,20210308,2,0:00:46,50.00%,2,3,0
Chrome,mobile,20210308,1,0:01:02,0.00%,1,6,0
Chrome,tablet,20210308,1,0:01:31,0.00%,1,2,0
Edge,desktop,20210308,1,0:14:41,0.00%,1,6,0
Chrome,desktop,20210309,20,0:02:43,45.00%,19,3.2,5
Safari,mobile,20210309,12,0:00:18,41.67%,12,2.08,0
Safari,desktop,20210309,6,0:01:26,33.33%,4,5.17,0
Edge,desktop,20210309,2,0:00:32,0.00%,2,2.5,0
Chrome,mobile,20210309,1,0:00:18,0.00%,1,3,0
Chrome,tablet,20210309,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20210309,1,0:01:18,0.00%,1,5,0
Safari (in-app),mobile,20210309,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210310,22,0:03:49,22.73%,19,4.77,3
Safari,mobile,20210310,15,0:02:47,46.67%,13,2.87,1
Safari,desktop,20210310,2,0:00:01,50.00%,2,1.5,0
Safari (in-app),mobile,20210310,1,0:00:24,0.00%,1,2,0
Chrome,desktop,20210311,15,0:00:57,46.67%,14,3.87,0
Safari,mobile,20210311,6,0:00:40,50.00%,6,2.67,0
Edge,desktop,20210311,3,0:00:05,66.67%,3,1.67,0
Safari,desktop,20210311,3,0:00:00,100.00%,3,1,0
Chrome,mobile,20210311,2,0:00:11,50.00%,2,2,0
Firefox,desktop,20210311,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210311,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210312,13,0:01:06,46.15%,11,2.85,0
Chrome,desktop,20210312,9,0:06:11,44.44%,9,9.89,7
Safari,desktop,20210312,4,0:00:49,75.00%,3,3.75,0
Chrome,mobile,20210312,2,0:00:05,50.00%,2,2,0
Edge,desktop,20210312,2,0:06:09,0.00%,2,6,0
Firefox,desktop,20210312,2,0:00:00,100.00%,2,1,0
Safari (in-app),mobile,20210312,2,0:00:09,0.00%,2,2,0
UC Browser,mobile,20210312,2,0:00:00,100.00%,1,1,0
Safari,mobile,20210313,15,0:01:33,33.33%,15,3.87,0
Chrome,desktop,20210313,13,0:03:17,23.08%,11,5.54,2
Chrome,mobile,20210313,7,0:01:39,57.14%,6,3.57,0
Firefox,desktop,20210313,3,0:00:00,100.00%,3,1,0
Safari,desktop,20210313,1,0:19:16,0.00%,1,8,0
Safari (in-app),mobile,20210313,1,0:00:30,0.00%,1,3,0
Safari,mobile,20210314,11,0:07:23,27.27%,11,4.36,1
Chrome,desktop,20210314,10,0:02:27,40.00%,10,4.8,1
Chrome,mobile,20210314,3,0:03:01,0.00%,3,8.67,0
Edge,desktop,20210314,3,0:08:06,33.33%,3,3.33,0
Safari,desktop,20210314,3,0:00:22,66.67%,3,2.33,0
Chrome,tablet,20210314,2,0:11:29,50.00%,1,7,1
Safari (in-app),mobile,20210314,1,0:00:26,0.00%,1,2,0
Chrome,desktop,20210315,19,0:03:08,42.11%,19,4.05,1
Safari,mobile,20210315,12,0:01:30,25.00%,11,5,0
Chrome,mobile,20210315,7,0:02:18,28.57%,7,5,1
Safari,desktop,20210315,6,0:00:47,50.00%,6,2,0
Safari (in-app),mobile,20210315,2,0:02:59,0.00%,2,4,0
UC Browser,mobile,20210315,2,0:00:00,100.00%,2,1,0
Chrome,tablet,20210315,1,0:00:00,100.00%,1,1,0
Edge,desktop,20210316,23,0:01:44,86.96%,22,1.61,1
Chrome,desktop,20210316,21,0:00:55,61.90%,20,2.81,0
Firefox,desktop,20210316,21,<00:00:01,95.24%,21,1.05,0
Safari,mobile,20210316,16,0:01:40,56.25%,13,4.12,1
Chrome,mobile,20210316,4,0:02:24,50.00%,4,6,1
Safari (in-app),mobile,20210316,3,0:00:19,33.33%,3,2.33,0
Safari,desktop,20210316,2,0:00:00,100.00%,2,1,0
Internet Explorer,desktop,20210316,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210316,1,0:00:27,0.00%,1,3,0
Chrome,desktop,20210317,15,0:01:21,46.67%,15,3,0
Safari,mobile,20210317,11,0:01:07,36.36%,10,2.55,1
Chrome,mobile,20210317,4,0:01:22,25.00%,4,5.25,0
Safari (in-app),mobile,20210317,2,0:00:06,50.00%,2,1.5,0
Firefox,desktop,20210317,1,0:00:08,0.00%,1,3,0
Safari,desktop,20210317,1,0:01:07,0.00%,1,4,0
UC Browser,mobile,20210317,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210318,13,0:00:59,15.38%,13,3.15,0
Safari,mobile,20210318,9,0:01:12,44.44%,8,2.33,0
Chrome,mobile,20210318,2,0:00:00,100.00%,2,1,0
Chrome,tablet,20210318,1,0:06:15,0.00%,1,13,0
Edge,desktop,20210318,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20210318,1,0:00:00,100.00%,1,1,0
Safari,desktop,20210318,1,0:00:00,100.00%,1,1,0
Safari,tablet,20210318,1,0:12:25,0.00%,1,7,0
Safari (in-app),mobile,20210318,1,0:05:49,0.00%,1,13,0
Safari,mobile,20210319,10,0:01:31,40.00%,9,2.9,1
Chrome,mobile,20210319,8,0:02:28,37.50%,6,8.75,4
Chrome,desktop,20210319,7,0:05:11,42.86%,7,6.71,0
Edge,desktop,20210319,1,0:14:16,0.00%,1,7,1
Safari,desktop,20210319,1,0:00:23,0.00%,1,3,0
Samsung Internet,mobile,20210319,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210320,18,0:00:27,50.00%,18,2.83,0
Chrome,mobile,20210320,9,0:01:42,33.33%,8,3.89,0
Chrome,desktop,20210320,6,0:06:13,0.00%,5,5.17,1
Safari (in-app),mobile,20210320,2,0:00:07,50.00%,2,1.5,0
UC Browser,mobile,20210320,1,0:00:00,100.00%,1,1,0
